Year,Country,Production,Yield,Pesticides,Fertilizer (N),Fertilizer (K2O),Fertilizer (P2O5),Fertilizer (Total),Agricultural Value Added,Mean Temperature,Precipitation,Agricultural Employment,FPI,Population,Agricultural Machinery,Export Value,Export Avg Price,Import Value,Import Avg Price,Urbanization
1992,Spain,1202515,60.28550659247004,0.85,812.0,334.0,424.0,103.59831590027,2.897904,13.34,568.24,9.7,75.99,39202.251,504.089862509045,,,,,3.100052117665357
1993,Spain,1274464,64.83512234827288,0.82,936.0,392.0,501.0,121.324923241223,3.010787,12.93,607.67,9.8,72.75,39420.546,517.485649446002,,,,,3.113895627994716
1994,Spain,1412103,72.43039597866229,0.91,929.0,424.0,508.0,130.176955288397,2.801507,13.98,521.81,9.5,69.07,39623.725,533.396595974605,,,,,3.12782048781379
1995,Spain,1290498,68.81554951207806,0.89,1041.0,446.0,507.0,133.050907796369,2.559323,14.3,547.02,9.0,63.48,39814.573,573.579921680313,,,,,3.1418075311843894
1996,Spain,1510934,78.92467613873798,0.82,1119.0,458.0,581.0,151.702422145329,3.015044,13.49,852.63,8.4,81.24,39996.473,569.971626297578,,,,,3.15587635368196
1997,Spain,1526290,80.08237578047117,0.78,1118.0,477.0,589.0,147.560378018901,3.10926,14.38,817.73,8.0,87.56,40180.05,589.381869093455,,,,,3.1699693659960277
1998,Spain,1617222,87.34186649384316,0.83,1199.0,513.0,655.0,172.975738088278,3.066744,13.9,509.53,7.7,85.04,40362.357,630.03507746273,,,,,3.184144927033567
1999,Spain,1759994,96.02760803142732,0.8,1181.0,496.0,643.0,172.321399390923,2.915829,13.8,603.06,7.2,84.67,40542.232,655.111787863032,,,,,3.198383683730924
2000,Spain,1710760,93.46372377622377,0.76,1114.0,467.0,569.0,160.402985074627,2.984942,13.85,663.27,6.7,91.77,40741.651,671.417910447761,,,,,3.212705975165828
2001,Spain,1804041,99.98010418975836,0.78,1111.0,481.0,604.0,168.080220453154,2.846923,13.94,614.29,6.6,92.26,40966.45,708.579301898347,,,,,3.2270526817800715
2002,Spain,1807687,101.06714748965672,0.89,1075.0,488.0,606.0,164.451777829421,2.797137,13.91,715.4,6.0,92.13,41477.655,732.863118754357,,,,,3.2613658104558625
2003,Spain,1792974,99.71492130582281,0.83,1158.0,488.0,508.0,175.270953368672,2.709597,14.31,730.99,5.7,101.12,42230.27,724.93892601982,,,,,3.3063038850764004
2004,Spain,1990960,110.873753967812,1.01,1023.0,493.7,585.0,165.402610364683,2.574344,13.83,599.73,5.5,95.06,42959.666,742.109788867562,,,,,3.3519243197857667
2005,Spain,2184959,122.44782559964133,0.96,951.0,387.4,465.0,142.139549291412,2.296411,13.68,468.28,5.3,86.07,43685.374,759.550840238519,,,,,3.398046122001938
2006,Spain,1726305,98.20827170326544,0.85,937.0,411.0,461.0,142.329481132075,2.344018,14.42,649.59,4.8,94.4,44422.831,786.338050314465,,,,,3.44486789582407
2007,Spain,1853908,106.57093584732122,0.85,977.0,432.0,526.0,157.722231050373,2.43975,13.72,588.88,4.5,93.73,45245.782,807.280311457175,1179254543.0,1.3336293377790958,66091742.0,0.2684460290344287,3.492334436809192
2008,Spain,1839499,106.50179481241315,0.89,732.1,188.0,158.0,106.544602818706,2.370413,13.66,689.68,4.0,93.49,45966.538,825.144138372838,1252384529.0,1.3078382082563964,81505469.0,0.4254273651794614,3.540521795988376
2009,Spain,2179395,126.59125232342008,0.77,813.0,274.1,323.6,96.9269424661919,2.386051,14.33,619.67,4.1,92.44,46367.772,831.180283267984,1138658970.0,1.3049543145471254,106201676.0,0.547656519335946,3.589238511073066
2010,Spain,1958940,113.75297601765287,0.83,967.4,363.0,368.0,130.675287356322,2.445193,13.62,829.65,4.2,95.48,46572.772,,1091649846.0,1.4704099932646686,74177040.0,0.4521827913551685,3.638694227338364
2011,Spain,1755180,103.29449152542372,1.1,818.3,315.1,355.0,122.616461501328,2.584969,14.43,545.81,4.1,98.63,46729.232,,1189792117.0,1.230092708301532,63200179.0,0.4359251717524792,3.68883148993532
2012,Spain,1837976,104.79365984377672,1.15,962.7,337.4,376.5,122.580827366746,2.412662,13.93,535.49,4.2,85.87,46756.082,,1199921626.0,1.3205521937114235,75523108.0,0.5102107776253596,3.7397301926514737
2013,Spain,1715517,100.12939940465768,1.06,1037.0,355.5,427.4,143.596502750185,2.786472,13.77,699.14,4.3,104.22,46603.459,,1344259800.0,1.3092303444993962,66277336.0,0.5956627805238015,3.792172299833712
2014,Spain,2220651,129.19775424714916,1.31,1014.0,365.0,403.0,151.356084052777,2.7119,14.57,650.58,4.2,94.5,46464.551,,1301330685.0,1.3449904106501729,94280272.0,0.6343507730579382,3.8464153977446514
2015,Spain,2195133,127.71393114570783,1.2,987.0,372.0,388.0,151.501520578716,2.734089,14.52,498.11,4.1,99.39,46431.342,,1081779781.0,1.132774261683115,121454247.0,0.5037016651284638,3.90243597825322
2016,Spain,2377205,139.56458664675242,1.18,1019.0,390.0,432.0,143.966125159883,2.780143,14.36,658.8,4.2,106.11,46473.315,,1070180220.0,1.1751661177204171,113811030.0,0.7814913137727895,3.9602825935704313
2017,Spain,2345375,138.08371739883393,1.22,1090.1,413.5,427.1,155.495204046233,2.601106,14.62,479.59,4.4,101.65,46584.17,,1139340917.0,1.4082588342897018,133669522.0,0.8673667382308969,4.020005700722056
2018,Spain,2166017,129.15742394832589,0.95,1054.2,378.3,449.2,157.698525390563,2.733862,14.23,794.36,4.2,117.74,46792.043,,1097631220.0,1.3497568475314647,149183395.0,0.8799428268419512,4.081656185175207
2019,Spain,2271379,135.52537056125695,0.82,1023.0,395.3,495.6,157.475905695908,2.523459,14.42,580.81,4.0,106.66,47131.372,,1031800354.0,1.3445942047227768,170890286.0,0.8622003565514653,4.1452878360121685
2020,Spain,1959027,117.68475926658738,0.75,981.5,428.4,447.6,167.144467719512,2.972773,14.65,628.35,4.0,117.57,47363.807,,1068839431.0,1.466556198133714,173683748.0,1.0505677655480463,4.210955146224372
2021,Spain,2159558,,,,,,,2.875578,14.25,632.75,4.1,116.91,47486.935,,1154346676.0,1.742443245210212,184954979.0,1.0381355842777371,4.278713995743579
1961,Sweden,6618,1.862651280607937,,111.6,94.4,105.8,85.334742180896,,3.21,661.58,,93.86,7536.31,417.70921386306,,,,,2.7446559126844807
1962,Sweden,6618,1.897362385321101,,117.1,84.7,103.0,87.4827784156142,,1.35,603.7,,94.97,7582.635,439.150401836969,,,,,2.886683858621215
1963,Sweden,6618,2.0072793448589628,,129.7,92.8,109.5,100.849073792894,,1.9,571.98,,95.25,7632.931,505.715153355603,,,,,3.036063246734084
1964,Sweden,6618,2.0306842589751457,,149.1,103.3,121.0,114.822119815668,,2.53,585.98,,97.13,7691.823,522.273425499232,,,,,3.1933915893550555
1965,Sweden,6618,2.090995260663507,,161.1,105.7,120.0,122.377728566909,,1.4,614.18,,95.97,7755.752,537.804492249288,,,,,3.3584090291411277
1966,Sweden,7115,2.2855766141985225,,164.3,106.4,118.7,125.372788678032,,0.77,659.77,,89.81,7819.971,559.880990672242,,,,,3.5276861859258872
1967,Sweden,7611,2.4551612903225806,,181.4,118.7,128.8,138.53165374677,,2.41,697.99,,95.13,7882.644,549.095607235142,,,,,3.7007374682326426
1968,Sweden,9265,3.0567469482019134,,190.9,125.9,139.4,150.688140072679,,1.47,567.8,,96.32,7937.776,551.701354476379,,,,,3.8825349792214814
1969,Sweden,9265,3.0327332242225857,,205.0,128.8,139.2,155.058669288758,,1.56,521.39,,87.42,7983.535,573.582431989512,,,,,4.072726627364455
1970,Sweden,11416,3.7392728463806093,,225.5,130.9,146.2,164.846507051492,2.546384,1.42,591.6,,92.31,8027.702,590.357494260413,,,,,4.272514953676006
1971,Sweden,14395,4.718125204850868,,233.8,137.9,153.5,172.377748605185,2.681928,2.12,576.25,,92.15,8073.819,595.730226452248,,,,,4.42373547894363
1972,Sweden,14560,4.803695150115473,,232.9,135.8,150.0,171.346217376941,2.523266,2.93,569.55,,92.02,8117.716,601.255368351503,,,,,4.520471578215184
1973,Sweden,16380,5.427435387673956,,263.5,143.6,160.8,188.442269409423,2.459857,2.54,597.5,,89.92,8156.939,605.554080955541,,,,,4.619044205281694
1974,Sweden,18035,5.973832394832726,,235.3,116.7,132.2,160.630845771144,2.491775,3.35,651.74,,103.09,8193.154,614.262023217247,,,,,4.719905474938053
1975,Sweden,21178,7.0452428476380575,,256.5,125.9,141.1,174.866089273817,2.206869,3.56,554.02,,95.6,8224.408,622.918054630247,,,,,4.790255510827407
1976,Sweden,21509,7.162504162504162,,259.0,128.9,143.9,177.389463154385,2.184799,1.61,480.97,,99.8,8246.995,629.543181060353,,,,,4.814483090216154
1977,Sweden,22336,7.460253841015364,,258.1,128.5,140.8,176.438127090301,2.072668,1.79,661.41,,100.77,8265.242,635.451505016722,,,,,4.838765286546
1978,Sweden,22502,7.500666666666667,,255.5,129.6,137.7,174.659879839786,2.072536,1.26,550.76,,103.55,8281.299,624.165554072096,,,,,4.863208559558847
1979,Sweden,21178,7.094807370184254,,256.2,121.7,129.1,170.133512244213,1.987335,1.39,662.72,,102.79,8296.033,620.59711506206,,,,,4.887771316207256
1980,Sweden,17538,5.887210473313193,,243.8,116.9,123.0,162.633613445378,1.907905,1.38,598.13,,103.39,8311.763,608.403361344538,,,,,4.912490731004692
1981,Sweden,17012,5.7472972972972975,,247.9,115.5,121.7,164.203315290934,1.914068,1.18,680.79,,106.78,8326.687,641.5899864682,,,,,4.917161096454319
1982,Sweden,19855,6.730508474576271,,249.2,115.2,112.0,162.712491513917,2.042829,2.47,592.74,,109.82,8340.723,639.850644942295,,,,,4.917159027700325
1983,Sweden,22171,7.538592315538932,,257.9,111.5,111.9,163.875042560436,2.097195,2.7,661.94,,107.75,8355.107,637.72557030984,,,,,4.91715920444999
1984,Sweden,20283,6.915444936924651,,253.5,101.9,101.3,155.839194264254,2.072653,2.69,647.7,,117.21,8371.29,635.711847046774,,,,,4.917161274577271
1985,Sweden,20252,6.930869267624915,,245.9,88.0,85.4,143.720699108979,2.053382,0.31,710.37,,109.6,8389.913,633.995887594243,,,,,4.917160550903647
1986,Sweden,20252,6.9642365887207704,,240.8,85.8,78.9,139.651170798898,1.994094,1.66,629.85,,106.64,8411.791,633.01652892562,,,,,4.917160352080324
1987,Sweden,25715,8.897923875432525,,241.2,83.1,76.4,138.933471933472,1.813908,0.81,669.52,,96.52,8437.994,623.700623700624,,,,,4.9171616925176265
1988,Sweden,25715,8.953690807799443,,222.5,72.9,69.6,127.266387726639,1.749411,2.54,666.67,,98.11,8468.137,617.154811715481,,,,,4.917159775722467
1989,Sweden,25712,9.012267788293025,,234.3,66.8,66.4,124.489996489996,1.894255,3.87,597.5,,105.95,8504.982,610.740610740611,,,,,4.917158998430052
1990,Sweden,25712,9.037609841827768,0.44,211.5,58.7,57.8,115.543118620204,1.981612,3.91,668.76,,109.93,8548.406,601.900739176346,,,,,4.91715933829136
1991,Sweden,29595,10.60752688172043,0.42,185.0,61.0,46.0,104.805166846071,1.870595,2.97,598.47,3.8,93.6,8594.171,600.387513455328,,,,,4.953958853793112
1992,Sweden,30098,10.873554913294798,0.36,205.0,61.0,46.0,113.635081374322,1.846822,3.37,668.85,3.7,89.2,8640.272,610.849909584087,,,,,5.010061119467318
1993,Sweden,30877,11.106834532374101,0.31,221.0,53.0,50.0,118.563197695355,1.915073,2.42,665.15,3.7,100.96,8683.405,612.171407994238,,,,,5.066638322133081
1994,Sweden,30940,11.129496402877697,0.43,216.0,53.0,54.0,116.312207418077,1.74713,2.44,575.82,3.6,95.72,8723.46,617.572920417717,,,,,5.123935752587882
1995,Sweden,30113,10.882905674015179,0.27,196.0,52.0,49.0,106.391823444284,1.670747,2.57,630.91,3.5,97.04,8758.496,623.986975397974,,,,,5.181882544217668
1996,Sweden,30113,10.708748221906117,0.32,209.0,53.0,50.0,110.557849768601,1.618208,1.9,570.24,3.3,102.19,8785.494,614.097543609825,,,,,5.216600963029599
1997,Sweden,32925,11.763129689174706,0.31,208.0,54.0,49.0,110.871602288984,1.611246,3.2,587.91,3.2,104.33,8807.869,616.595135908441,,,,,5.227449259385391
1998,Sweden,32925,11.826508620689655,0.32,196.0,51.0,47.0,105.725997842503,1.447708,2.36,773.68,3.0,102.33,8828.633,619.561308881697,,,,,5.238337989956322
1999,Sweden,31933,11.624681470695304,0.34,197.0,50.0,43.0,105.695335276968,1.414876,3.04,688.34,3.0,98.97,8848.876,626.822157434402,,,,,5.249242887366995
2000,Sweden,28624,10.999923141956806,0.36,191.0,48.0,39.0,108.676182049013,1.403415,3.91,820.68,2.9,100.32,8871.043,610.432852386238,,,,,5.260191196610535
2001,Sweden,31105,11.598985718014694,0.38,187.0,50.0,37.0,99.1832163655368,1.43952,2.65,714.02,2.6,98.67,8896.748,609.067261241174,,,,,5.2779131274090405
2002,Sweden,37676,14.1777677429066,0.47,182.0,55.0,37.0,100.734601619891,1.452898,3.19,592.97,2.5,99.05,8926.012,608.143444153904,,,,,5.302560109876446
2003,Sweden,29924,11.31556059746644,0.55,177.0,46.0,38.0,99.1444579043004,1.426194,3.14,577.82,2.5,97.18,8961.506,606.526631657914,,,,,5.327322977963916
2004,Sweden,32098,12.118855244279997,0.28,164.0,41.0,35.0,98.2348716785728,1.505428,3.17,652.36,2.5,100.63,9004.263,604.668674698795,,,,,5.352237255802452
2005,Sweden,28579,10.624163568773234,0.47,170.0,37.0,30.0,88.1247441479662,1.457449,3.5,632.63,2.3,96.33,9051.738,591.512231282431,,,,,5.377200434054358
2006,Sweden,28789,10.869515970701503,0.52,175.0,37.0,31.0,86.5998865998866,1.456374,3.76,652.16,2.2,90.67,9104.719,,,,,,5.422445711574469
2007,Sweden,27135,10.299867147466312,0.49,197.0,39.0,33.0,89.7241012388842,1.472374,3.6,683.13,2.3,92.96,9164.272,,2053511.0,3.83117723880597,169244066.0,2.022370121645197,5.488570066979981
2008,Sweden,26804,10.239132095652838,0.53,158.0,27.0,23.0,99.5907752323402,1.442323,3.75,695.48,2.1,94.22,9229.271,,2392346.0,4.18215255306912,165053247.0,1.937699542146044,5.555588675736865
2009,Sweden,22502,8.55394206644872,0.43,176.1,25.0,20.0,64.1625756364882,1.508615,3.09,660.26,2.2,96.19,9301.413,,1469009.0,2.843098319505006,145080540.0,1.6987388292794088,5.623237959239985
2010,Sweden,22833,8.709898912836163,0.46,177.0,25.0,24.0,82.0549148399908,1.43019,1.24,644.76,2.1,90.86,9381.729,,1170130.0,3.102320118564395,173275204.0,2.020087957166701,5.691804788082387
2011,Sweden,22408,8.596309510108567,0.4,160.1,27.0,26.0,85.4049383664222,1.424351,3.96,684.42,2.0,93.08,9467.388,,1401280.0,3.955658057795832,156717068.0,1.7484040744958576,5.801152746034472
2012,Sweden,23991,9.24010167924819,0.41,162.0,28.0,27.0,76.2310124142185,1.435481,2.48,736.57,2.1,93.12,9555.987,,1772266.0,3.106666058982737,166400762.0,1.892384778290625,5.954029053999389
2013,Sweden,24984,9.634502811220202,0.37,162.8,29.5,27.4,84.6717556072347,1.416667,3.32,587.59,2.0,93.26,9648.932,,3571517.0,2.584310419681621,171803655.0,1.8393919613450689,6.110496420439546
2014,Sweden,24123,9.334370356612183,0.4,179.9,31.0,33.4,93.0639780217225,1.468844,4.18,630.14,2.0,99.57,9747.508,,4253189.0,1.9666707357786848,186248662.0,2.046099181934558,6.27129843435636
2015,Sweden,24471,9.49032778493089,0.38,192.4,31.9,30.0,96.893044785045,1.449558,3.91,690.14,2.0,102.35,9849.349,,2594315.0,1.6306191074795726,163051751.0,1.8212728980301425,6.43633440318549
2016,Sweden,24189,9.415799266635007,0.35,205.5,33.8,34.8,97.8916307423662,1.397709,3.44,625.78,1.9,98.08,9953.317,,3505689.0,1.442076923076923,165898469.0,1.7740116022926558,6.605953769873025
2017,Sweden,23908,9.344793486630474,0.32,191.3,35.0,35.1,104.968197063923,1.442037,3.16,678.22,1.8,100.96,10058.19,,2839079.0,2.264018341307815,171356616.0,2.056564909019449,6.779548221545234
2018,Sweden,30162,11.850355958573653,0.37,182.7,33.0,29.3,100.666407027565,1.271052,3.62,539.63,1.7,84.16,10162.298,,2089906.0,2.710643320363165,170317542.0,1.982534332840564,6.956137554414617
2019,Sweden,27962,10.993512875958325,0.31,190.2,33.2,34.4,97.6894792372014,1.308614,3.34,682.36,1.7,100.78,10267.922,,1630619.0,3.222363407847725,158571957.0,1.8540015692818288,7.135447350532484
2020,Sweden,31519,12.399145564765167,0.35,202.8,39.5,42.2,116.969529849717,1.300637,4.47,669.34,1.7,101.18,10368.969,,1621983.0,6.006943981512344,165247885.0,1.8756206723897304,7.317434778178424
2021,Sweden,28888,,,,,,,1.277797,3.02,608.87,2.0,96.49,10467.097,,2384748.0,2.296874187340719,185069965.0,2.084307711990673,7.502058729279187
1961,Switzerland,43868,107.44060739652217,,16.0,51.2,45.5,268.871497096693,,6.32,1106.51,,79.66,5434.676,1353.19363797021,,,,,2.477403098800957
1962,Switzerland,41288,100.65333983422721,,24.0,48.0,48.0,303.029922051798,,4.69,1016.92,,82.96,5574.217,1400.55318078954,,,,,2.5136142225128064
1963,Switzerland,52384,130.6986027944112,,23.0,48.0,50.0,313.58597576695,,4.52,1257.27,,81.19,5694.676,1490.07476153648,,,,,2.5503560683282136
1964,Switzerland,51610,130.06552419354838,,22.0,55.0,49.0,328.03543512246,,5.58,1044.18,,81.67,5789.744,1560.70870244919,,,,,2.587684512213984
1965,Switzerland,56771,144.52902240325867,,25.0,60.0,48.0,352.660841938046,,4.67,1498.05,,77.39,5857.047,1645.7241196717,,,,,2.6254547399291823
1966,Switzerland,61932,160.23803363518758,,31.0,57.0,45.0,358.490566037736,,5.57,1358.25,,82.42,5918.581,1741.23989218329,,,,,2.6638296370418444
1967,Switzerland,56771,149.67308199314527,,32.7,60.3,51.8,368.189323059989,,5.57,1133.6,,89.3,5992.334,1843.69840396258,,,,,2.702766037784821
1968,Switzerland,56771,150.94655676681734,,32.5,63.4,51.4,379.760911871004,,5.14,1372.85,,88.5,6068.204,1929.38559911037,,,,,2.74232686436295
1969,Switzerland,57545,152.6392572944297,,36.0,64.0,50.9,405.555555555556,,4.96,1125.03,,88.21,6136.799,1997.47222222222,,,,,2.782352959369559
1970,Switzerland,54964,147.475181110813,,36.5,62.0,48.5,414.442259061534,1.528383,4.97,1355.51,,87.92,6181.227,2082.04551840405,,,,,2.823023316052544
1971,Switzerland,54964,147.15930388219545,,38.7,63.6,50.5,423.087699635752,1.52902,5.34,1032.83,,89.09,6213.708,2137.85374054357,,,,,2.8449062200661244
1972,Switzerland,49803,131.06052631578947,,38.5,65.5,50.5,380.812672176309,1.52884,4.98,1090.55,,85.27,6261.153,2162.53443526171,,,,,2.8529569183821826
1973,Switzerland,47739,125.59589581689029,,40.0,65.0,50.8,437.431091510474,1.527288,5.16,1180.95,,91.16,6307.361,2224.36604189636,,,,,2.861008117229705
1974,Switzerland,45159,117.90861618798955,,37.4,62.0,41.0,397.372742200328,1.530932,5.68,1248.99,,90.13,6341.217,2268.74657909141,,,,,2.869093984322421
1975,Switzerland,39998,103.00798351789852,,42.3,57.8,41.2,388.723231227975,1.528299,5.62,1225.94,,93.34,6338.267,2306.26185958254,,,,,2.877202517546332
1976,Switzerland,48513,124.7120822622108,,50.6,55.8,46.0,412.178619756428,1.522632,5.5,1081.02,,94.16,6302.074,2362.65223274696,,,,,2.885344010153495
1977,Switzerland,50320,129.15811088295686,,55.3,57.9,44.5,420.654230873209,1.541866,5.51,1449.29,,92.78,6280.837,2419.57285752906,,,,,2.893488708222634
1978,Switzerland,46707,118.24556962025316,,63.4,69.7,46.7,468.69171329603,1.520398,4.79,1265.69,,95.83,6281.526,2443.37863042899,,,,,2.9016666934121047
1979,Switzerland,46449,117.08847995966725,,64.5,71.7,48.9,488.989121782966,1.505633,5.28,1426.51,,102.68,6294.186,2491.37702308305,,,,,2.9098656462785364
1980,Switzerland,38449,95.38327958322996,,65.6,68.7,47.8,475.465757019155,1.599567,4.75,1232.02,,100.05,6319.113,2521.96273943847,,,,,2.9181013933615647
1981,Switzerland,43094,106.01230012300122,,62.9,64.8,41.7,440.457618304732,1.455993,5.37,1482.74,,98.53,6353.698,2545.5018200728,,,,,2.916283825554668
1982,Switzerland,47739,116.18155268921879,,60.2,66.2,43.7,437.387503214194,1.461339,6.04,1300.99,,108.66,6390.952,2563.64103882746,,,,,2.907162841477533
1983,Switzerland,42578,102.22809123649459,,67.4,66.8,42.8,448.669201520913,1.379925,6.06,1214.61,,100.86,6418.413,2572.87705956907,,,,,2.8980703708276843
1984,Switzerland,49545,116.76879566344567,,70.7,65.3,43.9,447.0675944334,1.377978,5.05,1216.7,,106.7,6441.449,2567.09741550696,,,,,2.8889922580222867
1985,Switzerland,47024,109.92052360916315,,71.9,66.0,41.8,443.703703703704,1.28576,5.09,1141.52,,104.83,6469.824,2592.44444444444,,,,,2.87997028824727
1986,Switzerland,49076,114.93208430913349,,71.1,63.1,39.0,428.606780499876,1.208159,5.48,1305.92,,105.67,6503.528,2645.38480574115,,,,,2.8709628579654405
1987,Switzerland,49486,117.34882617974864,,72.6,64.3,40.4,444.695259593679,1.125001,5.3,1347.83,,100.06,6544.453,2728.86882367695,,,,,2.861981480857384
1988,Switzerland,48738,114.62370649106303,,71.5,66.0,40.0,441.571357533565,1.063849,6.18,1355.42,,105.28,6592.671,2752.36200895077,,,,,2.853017889543865
1989,Switzerland,53651,124.1633881046054,,70.2,67.4,39.4,433.431228585414,1.097534,6.36,1032.1,,106.02,6646.208,2755.75134605972,,,,,2.844106238642613
1990,Switzerland,52626,123.24590163934427,0.56,63.4,66.2,38.3,415.902898191727,1.054049,6.47,1295.7,,104.16,6711.693,2833.44067376765,,,,,2.83521132506293
1991,Switzerland,53212,123.57640501625637,0.51,63.0,59.0,37.0,390.184049079755,1.035698,5.62,1080.32,4.3,102.23,6795.393,2797.54601226994,,,,,2.8269130111439744
1992,Switzerland,55099,128.3162552398696,0.49,64.0,56.0,32.0,374.292046294016,1.03635,6.19,1276.12,4.2,105.32,6873.179,2797.34055651317,,,,,2.8190492520904145
1993,Switzerland,52147,120.40406372662203,0.49,63.0,56.0,32.0,368.382532324957,0.982142,5.79,1297.67,4.5,100.98,6936.121,2761.64918272749,,,,,2.81123239580718
1994,Switzerland,48838,110.34342521464076,0.5,63.0,55.0,27.0,345.896946564885,0.908738,7.01,1335.5,4.4,96.73,6991.538,2690.83969465649,,,,,2.8034243184855505
